月間有効求人倍率（一般）,総人口に占める男性の割合,15歳未満人口割合,15～64歳人口割合,65歳以上人口割合,合計特殊出生率,転入者数（日本人移動者）,転出者数（日本人移動者）,結婚件数,離婚件数,着工建築物数,着工新設住宅戸数,着工新設持家数,着工新設貸家数,着工新設分譲住宅数,標準価格（平均価格）（住宅地）,標準価格（平均価格）（商業地）,幼稚園在園者数,幼稚園一園あたりの在園者数,幼稚園教員一人当たりの在園者数,小学校一校あたりの児童数,小学校教員一人当たりの児童数,中学校一校あたりの生徒数,中学校教員一人当たりの生徒数,中学校卒業者のうち進学者数の割合,高等学校一校あたりの生徒数,高等学校教員一人当たりの生徒数,高等学校卒業者のうち進学者数の割合,大学一校あたりの学生数,大学教員一人当たりの学生数,大学卒業者のうち進学者数の割合,一般旅券発行件数,着工新設住宅戸数,医療施設数,保育所等一施設あたりの在所児数,保育所等保育士一人当たりの在所児数,保育所等在所児数,消費支出（二人以上の世帯）,食料費（二人以上の世帯）,住居費（二人以上の世帯）,光熱・水道費（二人以上の世帯）,家具・家事用品費（二人以上の世帯）,被服及び履物費（二人以上の世帯）,保健医療費（二人以上の世帯）,交通・通信費（二人以上の世帯）,教育費（二人以上の世帯）,教養娯楽費（二人以上の世帯）,その他の消費支出（二人以上の世帯）,米FRB金利,日銀金利,NYダウ平均株価,日経平均株価,ドル円為替レート,県内総生産（名目）
0.760563787,0.491514866,0.172441311,0.622300613,0.194157088,1.96,0.02,0.02,0.006065295,0.002513313,0.003960055,0.01120632,0.002242659,0.0075225,0.001399308,45700,118000,0.011862726,62.52205882,13.95077933,361.7335766,16.78492803,321.6923077,13.57057869,0.951543155,731.4375,12.90653433,0.391878601,2282.875,13.77300151,0.079481971,0.022309402,0.01120632,0.000675937,96.98408488,5.904877261,0.02550493,233770,61078,20973,20365,9379,7912,9360,31706,8522,19215,45262,0.25,0.074,17425.03,19033.71,123.31,2.907537567
0.641094538,0.49088359,0.174614306,0.633239832,0.189340813,1.86,0.02,0.02,0.005941795,0.002504208,0.003483871,0.010534362,0.001999299,0.007279804,0.001161992,44900,115000,0.012568724,64.9384058,14.16837945,359.5291971,16.93792985,324.3717949,13.73188602,0.954393705,740.828125,12.9366985,0.398280032,2304.625,14.02053232,0.082932996,0.021934783,0.010534362,0.000669705,100.2492997,5.825032552,0.025097475,225867,56734,20998,20722,7509,6622,9531,32302,9016,18570,43864,0.25,0.066,17823.07,17450.77,101.73,2.738563815
0.502043223,0.49119098,0.175475687,0.638477801,0.183227625,1.94,0.02,0.02,0.006203665,0.002572939,0.004478506,0.012102185,0.002892178,0.008259338,0.00092389,43800,112600,0.012560958,65.05109489,14.37419355,360.9963504,17.10409822,322.9617834,13.71146566,0.946342325,743.703125,12.87797619,0.376681002,2301,13.99847909,0.081001865,0.021458069,0.012102185,0.000653982,97.51603499,5.754989677,0.023571529,239654,57278,23557,20499,7335,7398,9281,33976,9714,20199,50418,0.25,0.073,16576.66,16291.31,99.66,2.703688513
0.362152891,0.491141035,0.175761871,0.645641389,0.177179305,1.90,0.02,0.02,0.006266478,0.002575478,0.003892275,0.009654855,0.002494685,0.00604961,0.001052445,44200,111700,0.012560595,64.21376812,14.78148457,357.5755396,17.21018006,321.0636943,13.85949959,0.951067027,754.8125,12.92003209,0.381563126,2282,13.8934551,0.080472103,0.024953933,0.009654855,0.000653437,95.04683196,5.834939963,0.024452162,227981,55499,23731,19756,7353,6856,9948,27855,7769,19324,49890,0.25,0.084,13104.14,10395.18,78.96,2.62744224
0.265589165,0.490727532,0.17617689,0.650499287,0.172610556,1.86,0.02,0.02,0.005992154,0.002546362,0.003629815,0.008371612,0.002060628,0.00532525,0.000956491,44000,111900,0.012201141,61.75451264,14.86185925,357.6,17.66549047,315.6645963,13.86306601,0.948109926,761.921875,12.8222456,0.361479138,2622.714286,14.45590551,0.08148714,0.024402282,0.008371612,0.000650499,95.38043478,5.865641711,0.025035663,221934,53193,23454,20645,6136,6855,9775,26806,7489,18818,48762,0.25,0.073,12217.56,8455.35,79.44,2.633796006
0.259204123,0.490608249,0.176845072,0.644707349,0.172676545,1.87,0.02,0.02,0.006384179,0.002570329,0.003493637,0.007835913,0.001811436,0.00530938,0.000635402,44600,114400,0.012384963,62.05035971,15.34697509,359.4892857,17.80279448,310.7791411,13.94741189,0.95303175,767,12.78000521,0.367166167,2623.142857,14.59618442,0.084601496,0.022811308,0.007835913,0.000647608,93.65757576,5.771615313,0.022190265,238723,54297,24269,19706,7306,7538,9127,28479,10577,20140,57283,0.25,0.094,11577.51,10228.92,87.67,2.626417809
0.230258616,0.490252708,0.176895307,0.646209386,0.174729242,1.79,0.02,0.02,0.006490253,0.002584116,0.003365343,0.008109747,0.001691697,0.005755235,0.000438267,42700,115300,0.012268592,60.68571429,15.70425139,359.6441281,17.76410617,315.9693252,14.11814693,0.937270852,752.5606061,13.0091671,0.365819118,2616.142857,14.70923695,0.081925243,0.021729964,0.008109747,0.000644765,90.98583569,5.864159211,0.023189892,258841,58119,24068,20465,7178,8461,10025,30236,11786,21846,66657,0.25,0.102,10428.05,10546.44,94.49,2.627340794
0.293480384,0.489840348,0.178519594,0.648040639,0.171988389,1.78,0.02,0.02,0.006457184,0.002587083,0.003585631,0.009541364,0.001805515,0.005973875,0.001635704,42000,116800,0.012435414,60.76595745,15.54990926,357.8245614,17.88808981,316.7791411,13.91029095,0.94767743,716.7536232,12.89595828,0.369997296,2619.428571,14.82295877,0.08126935,0.019797533,0.009541364,0.000643687,90.26702997,5.885237165,0.024040639,247222,55923,27990,20920,7152,8229,10314,33341,10421,20494,52439,2,0.503,8776.39,8859.56,106.76,2.631736575
0.475131294,0.473920057,0.123498835,0.64671088,0.228356336,1.19,0.01,0.01,0.005166697,0.00232228,0.004214734,0.007599391,0.002159706,0.004108084,0.001272271,23400,71600,0.012386987,121.4534271,13.37209752,214.7646177,14.44469093,222.0545977,12.21835718,0.978202728,462.4815951,12.61243099,0.403390815,2285.138889,12.81785603,0.131169188,0.019954293,0.007599391,0.000701739,77.17427885,7.090999448,0.011509052,289715,63948,22306,24174,8429,12314,12955,36094,10763,32836,65896,5.25,0.499,13264.82,15307.78,121.56,3.430291988
0.540054971,0.474754683,0.125602141,0.652274755,0.221409456,1.18,0.01,0.01,0.005389831,0.002351829,0.004757003,0.008910972,0.002392685,0.005266726,0.001183051,23300,58800,0.012359322,121.1083916,13.44343101,213.4967177,14.7072656,221.1158192,12.35498382,0.976112351,470.1212121,12.81301619,0.383826701,2293.611111,13.05660974,0.12473725,0.020752542,0.008910972,0.000697413,77.13855422,7.120217972,0.011422837,289261,61090,34551,24109,7628,12327,11223,37406,9414,28579,62933,5.25,0.155,12463.15,17225.83,115.59,3.44631008
0.513909468,0.475330137,0.127770185,0.65675848,0.214241,1.15,0.01,0.01,0.005278854,0.002416069,0.004718771,0.009426169,0.00232207,0.005666754,0.001356851,22900,57100,0.0122623,119.1865285,13.63275385,211.4072495,14.82579873,222.1251739,12.60123087,0.97655916,481.1736527,13.04586411,0.379502752,2502.242424,13.50793391,0.12381634,0.01904691,0.009426169,0.000695128,76.51199041,7.243841526,0.011338661,292862,60488,32701,22305,9909,13478,13340,38944,10626,28072,62998,3.25,0.001,10717.5,16111.43,111.94,3.388804423
0.374525031,0.47125621,0.131298793,0.628814762,0.238466998,1.28,0.01,0.02,0.004545777,0.002139106,0.00451384,0.004420156,0.002506033,0.001668559,0.000195174,25000,52400,0.007797019,81.37777778,12.48409091,214.356383,14.07087989,247.9438202,12.64584527,0.968110424,485.7303371,12.38681948,0.416969956,1679.666667,12.06464485,0.093253968,0.012920511,0.004420156,0.000752307,73.40167364,6.769438549,0.024901348,259883,66056,12568,26556,8985,10682,11556,27340,11059,25599,59483,5.25,0.499,13264.82,15307.78,121.56,3.262560681
0.355584904,0.471910112,0.134831461,0.631320225,0.23244382,1.31,0.01,0.02,0.004664326,0.00213764,0.005537921,0.005363062,0.00304073,0.001962781,0.000301264,24500,55500,0.008053371,81.91428571,12.81340782,218.3736842,14.42161974,253.5625,12.89797688,0.969416552,491.3444444,12.43909986,0.398761315,1707.333333,12.57446809,0.095662166,0.013608848,0.005363062,0.000751404,73.09650924,6.818234055,0.024998596,273732,68275,14976,30443,9876,12598,11332,32023,5435,24606,64168,5.25,0.155,12463.15,17225.83,115.59,3.25413764
0.348528137,0.472678586,0.138487475,0.634010762,0.227306866,1.29,0.02,0.02,0.004582861,0.002283774,0.005262912,0.00518913,0.002894219,0.001855697,0.000421117,25100,57900,0.008318617,84.75886525,13.14741474,211.5910224,14.45944104,252.4382022,12.83461868,0.969394634,506.2307692,12.59349371,0.381942168,1729.444444,12.75819672,0.10625,0.012455304,0.00518913,0.000742,73.84773663,7.005660746,0.024981607,245043,66076,10889,26583,7235,10330,9947,25112,8659,24618,55593,3.25,0.001,10717.5,16111.43,111.94,3.184513878
0.62148251,0.478005865,0.131231672,0.61143695,0.257331378,1.39,0.01,0.02,0.004658358,0.001692082,0.005514663,0.005379765,0.002618035,0.002318915,0.000421554,31400,69000,0.01063783,94.22077922,14.23945044,176.5710956,13.44259095,208.4472362,12.33819155,0.981317108,455.2391304,12.48345753,0.390133216,2296,8.670694864,0.173144876,0.014851906,0.005379765,0.000744135,77.16231884,7.220233252,0.019516862,297903,69048,20167,25109,8382,12974,13367,35469,10844,29684,72861,5.25,0.499,13264.82,15307.78,121.56,3.199285191
0.698714222,0.478545455,0.134545455,0.613818182,0.251636364,1.39,0.01,0.02,0.004696727,0.001738909,0.006589818,0.006629091,0.003061818,0.002730909,0.000772364,32600,73700,0.010778909,94.40127389,14.57325467,177.2448513,13.51998604,209.3316832,12.39302462,0.981819429,465.6956522,12.53848405,0.374275209,2282.6,8.874805599,0.162235067,0.016037818,0.006629091,0.000736,77.00289855,7.290340285,0.019320727,293647,69321,15376,25612,8716,12629,12306,38359,12624,27209,71493,5.25,0.155,12463.15,17225.83,115.59,3.198543273
0.55215049,0.479104951,0.137597371,0.61388291,0.245449052,1.41,0.01,0.02,0.004654014,0.001809333,0.006545655,0.006589697,0.002963811,0.002986193,0.000578322,33700,78000,0.010941192,96.52229299,14.82778865,176.7091723,13.54174524,212.0735294,12.52910513,0.982035519,472.688172,12.52064939,0.37058041,2292.2,9.190858059,0.205259027,0.014964178,0.006589697,0.00072561,76.68405797,7.641825534,0.01910124,295672,69950,12988,24819,10959,14705,13604,30931,12956,30421,74339,3.25,0.001,10717.5,16111.43,111.94,3.13503671
0.78249517,0.485981308,0.135514019,0.652081563,0.209430756,1.27,0.02,0.02,0.005447749,0.001981733,0.004875956,0.007601954,0.00228887,0.003540782,0.0017226,40800,208600,0.01478887,110.8694268,14.73254338,283.9438445,15.8660391,295.5982533,13.84860884,0.974139057,615.7614679,13.50462777,0.449126977,3531.785714,11.62044653,0.155438533,0.021070093,0.007601954,0.000726423,83,6.317485714,0.011741291,306736,68102,28007,22837,9988,12027,11845,42181,12541,28292,70917,5.25,0.499,13264.82,15307.78,121.56,3.560627443
0.867505279,0.486429177,0.136980492,0.656912638,0.204410517,1.25,0.02,0.02,0.00552799,0.002017388,0.005824427,0.009814249,0.002645462,0.005130619,0.00198855,40200,172600,0.015078032,111.8050314,15.22003425,285.7548387,16.04007726,293.5579399,13.9475938,0.977579433,628.5181818,13.72855441,0.42535199,3453.571429,11.44378698,0.150179113,0.02274894,0.009814249,0.000724767,81.93577982,6.362621705,0.011362595,289537,67750,19415,24945,8899,13689,13637,29645,11212,33231,67114,5.25,0.155,12463.15,17225.83,115.59,3.643345632
0.780524673,0.486892312,0.138050383,0.660145376,0.199351077,1.24,0.02,0.02,0.005431702,0.002042184,0.005826157,0.009281346,0.002652297,0.004842773,0.001761278,40200,156500,0.01538502,113.475,15.80156658,286.3347639,16.14422263,298.974359,14.02285027,0.975244161,652.5181818,14.00253609,0.404881977,3403.428571,11.44559212,0.159219213,0.019993492,0.009281346,0.000719425,79.76291793,6.519751553,0.011118464,319309,68651,24847,22901,11632,14280,15014,33878,11570,33122,83415,3.25,0.001,10717.5,16111.43,111.94,3.593704697
0.476737076,0.471008029,0.117752007,0.602140946,0.280107047,1.31,0.01,0.02,0.004,0.001689563,0.005752007,0.005171276,0.002664585,0.001892061,0.000531668,21000,46000,0.008564674,96.01,12.29321383,201.5633803,13.75066058,236.2352941,12.86148919,0.974861878,503.3650794,12.2345679,0.430173389,1663.2,9.08852459,0.142296919,0.01417306,0.005171276,0.000784121,91.33884298,7.125725338,0.019718109,292550,66301,16821,25853,11065,12394,11228,33301,10840,28807,75939,5.25,0.499,13264.82,15307.78,121.56,3.198981267
0.488572256,0.471781305,0.121693122,0.604056437,0.274250441,1.34,0.01,0.02,0.004219577,0.001674603,0.006729277,0.006381834,0.003171958,0.00232716,0.000644621,22200,50400,0.008868607,96.70192308,12.71428571,204.8965517,13.96146617,239.2148148,12.81507937,0.976790753,523.5555556,12.46089913,0.416742328,1641.2,9.007683864,0.162194395,0.014716931,0.006381834,0.000767196,91.958159,7.30166113,0.019380952,320891,70059,21157,26960,9182,13386,11924,31572,11202,33793,91656,5.25,0.155,12463.15,17225.83,115.59,3.24020194
0.438539731,0.47187999,0.124405828,0.606099864,0.26904647,1.34,0.01,0.02,0.004263637,0.001620252,0.006677428,0.005580091,0.003109556,0.001793975,0.00058577,24200,53800,0.009141851,99.73333333,13.05735661,206.4591837,14.05394767,244.4592593,13.02881958,0.977202823,537.34375,12.70410048,0.410747375,1574,8.842696629,0.149934811,0.012717579,0.005580091,0.000759493,92.16101695,7.423208191,0.018987325,308913,66726,21572,23655,9343,14282,11589,38231,11182,33003,79331,3.25,0.001,10717.5,16111.43,111.94,3.166941135
0.73878544,0.479966611,0.131051753,0.606010017,0.26293823,1.42,0.01,0.02,0.004558431,0.001659432,0.005050918,0.00466611,0.002341402,0.001760434,0.000525042,25100,55400,0.010884808,110.5084746,12.53846154,191.5375723,14.29199914,277.1923077,13.25791023,0.984951215,542.2205882,12.84256357,0.450902795,2818,11.54918033,0.220030936,0.019165275,0.00466611,0.000824708,86.33617021,7.495012929,0.016935726,326761,68720,21291,27051,9362,15957,14417,41217,16581,31448,80719,5.25,0.499,13264.82,15307.78,121.56,3.538784641
0.848538155,0.48053024,0.134217067,0.607290804,0.25932063,1.45,0.01,0.02,0.004690141,0.001686827,0.006492129,0.005753107,0.003033969,0.002233637,0.000439105,27200,59300,0.011231152,113.9159664,12.86148008,192.6278409,14.38069989,281.9923077,13.31601889,0.983686658,562.25,13.12495709,0.440817901,2832.75,11.49188641,0.222657781,0.019626346,0.005753107,0.00081193,86.60344828,7.790616518,0.01664623,323963,71857,19894,28846,9521,14878,14950,43459,15565,30816,74177,5.25,0.155,12463.15,17225.83,115.59,3.452859155
0.814354176,0.48103284,0.137029768,0.607664484,0.254824734,1.45,0.01,0.02,0.004710648,0.00168396,0.006204669,0.005735988,0.002986398,0.002277622,0.000372477,28600,62500,0.011314105,115.6302521,13.16746411,191.2105263,14.42269118,285.648855,13.54325009,0.983997465,580.9264706,13.30963612,0.424440807,2857.5,11.46439318,0.221752498,0.017694735,0.005735988,0.000810735,86.1173913,7.850574713,0.016286227,323235,70307,18794,26183,11396,13410,13740,46406,13031,28985,80983,3.25,0.001,10717.5,16111.43,111.94,3.383282409
0.757525352,0.485728108,0.142235123,0.620706338,0.237058539,1.49,0.01,0.02,0.004924045,0.002012095,0.005310111,0.005781326,0.003039671,0.002181422,0.000539429,26100,58600,0.01582777,88.42162162,13.44124897,224.8540146,15.01767215,268.8414634,13.25616356,0.960462096,562.2695652,13.27741273,0.426198819,1961.375,13.60884649,0.069120287,0.020171263,0.005781326,0.000770198,85.98392283,6.67357125,0.012937107,321100,65322,23054,25524,9365,14275,12067,45955,11656,32150,81729,5.25,0.499,13264.82,15307.78,121.56,3.909490082
0.801990766,0.486057692,0.144711538,0.623076923,0.231730769,1.49,0.01,0.02,0.005053846,0.001996154,0.006,0.006197596,0.003311058,0.002262981,0.000603365,26800,60500,0.016022596,89.34852547,13.99706006,226.0954955,15.07303303,273.7398374,13.38235294,0.960392615,578.6608696,13.38145988,0.411229682,1987,14.11722913,0.071511967,0.021102885,0.006197596,0.000762981,86.35620915,6.877928162,0.012704327,290008,66976,19847,25601,8635,12137,11245,32972,9658,27897,75041,5.25,0.155,12463.15,17225.83,115.59,3.973920192
0.730982936,0.486163995,0.146937889,0.625315411,0.227062442,1.49,0.01,0.02,0.005071441,0.002087678,0.005886237,0.00613871,0.003104739,0.002398008,0.000615879,27600,62700,0.016009514,89.28266667,14.39423904,228.4695341,15.16426787,277.9756098,13.46102362,0.962364886,598.6347826,13.64578791,0.394494187,1987,14.54345837,0.082187687,0.018896687,0.00613871,0.000745463,86.11881188,6.978871356,0.012477293,295217,67215,15581,24190,9601,13188,11952,37848,13663,27182,74798,3.25,0.001,10717.5,16111.43,111.94,3.902226953
0.846415828,0.497813656,0.137907837,0.654221325,0.206525395,1.35,0.02,0.02,0.005241171,0.001958964,0.006397578,0.008503195,0.003738311,0.002876892,0.001854356,40300,71500,0.014809284,112.0305344,14.88438134,296.6355786,16.7383296,367.2098765,14.31376323,0.964491072,627.4925373,13.52920354,0.509589342,3398.444444,10.66457462,0.217883583,0.029255298,0.008503195,0.000634712,95.46255507,7.485319516,0.014577867,334475,66128,17137,22096,12958,17505,14984,55303,12564,37987,77813,5.25,0.499,13264.82,15307.78,121.56,4.265053818
0.83351222,0.497646268,0.139878951,0.659381305,0.200067249,1.35,0.02,0.02,0.005389711,0.001976126,0.007379623,0.009481506,0.004273705,0.003182246,0.001993948,41000,72700,0.01497579,109.9703704,14.7428004,299.0137931,16.86222654,367.4979592,14.43826171,0.966176277,640.2222222,13.74960229,0.492567141,3406.777778,10.58736188,0.220442981,0.030067249,0.009481506,0.000631137,94.95535714,7.592361235,0.014303968,313736,66302,21161,21534,8573,15263,12906,46165,13341,33410,75084,5.25,0.155,12463.15,17225.83,115.59,4.10739072
0.749011848,0.497431237,0.142147651,0.663545609,0.193694001,1.32,0.02,0.02,0.00522122,0.001960562,0.007335723,0.009650887,0.004251526,0.003183687,0.002167609,42700,76600,0.015043861,109.4327628,14.97925033,300.75,16.97994744,370.2938776,14.67043984,0.966711755,664.6962963,14.25707023,0.460654408,3743.875,10.73897454,0.218740493,0.025885942,0.009650887,0.000619797,95.50452489,7.650054368,0.014188447,305759,64519,19391,20929,8032,13019,12133,42218,14200,34825,76493,3.25,0.001,10717.5,16111.43,111.94,4.053647356
1.267987073,0.49702381,0.138392857,0.655257937,0.204861111,1.39,0.02,0.02,0.005509921,0.002004464,0.006624504,0.008525794,0.003964782,0.003405754,0.001032738,44300,91000,0.016613095,161.7971014,12.98642885,275.3285024,16.20039795,327.6,13.75828278,0.957570208,700.0705882,14.31120731,0.52536157,2313.777778,6.85,0.10503566,0.027200893,0.008525794,0.000754464,91.19061584,6.802887771,0.015424603,304418,67828,17552,22058,10292,12608,13143,51006,10119,31267,68545,5.25,0.499,13264.82,15307.78,121.56,4.363778274
1.293331374,0.49702381,0.139880952,0.660218254,0.199404762,1.4,0.02,0.02,0.005620536,0.002025298,0.007694444,0.010643353,0.004464782,0.004331349,0.001780754,45300,99000,0.016705853,163.4902913,13.33293745,272.5581948,16.16382589,333.1955307,13.87668683,0.959074907,701.7386364,14.46883786,0.505236739,2334.111111,7.294097222,0.10172144,0.028001488,0.010643353,0.000742063,90.5877193,6.858755811,0.01536756,317926,70844,14202,24014,10067,14911,14336,42648,10710,34274,81920,5.25,0.155,12463.15,17225.83,115.59,4.312934028
1.079457017,0.496924822,0.141446303,0.66274544,0.193836155,1.4,0.02,0.02,0.0056882,0.002005821,0.007519472,0.010026128,0.004341399,0.004350821,0.001264981,46200,103700,0.016634674,161.2788462,13.63104429,271.3004695,16.1800364,339.0391061,14.08074246,0.960645665,749.9418605,14.80601469,0.498352439,2360.333333,7.649621894,0.102347219,0.025852027,0.010026128,0.00072993,91.50898204,6.971715328,0.015155971,325500,69642,18425,22664,10061,14898,14854,40684,11796,32042,90435,3.25,0.001,10717.5,16111.43,111.94,4.256839103
1.570046029,0.492079208,0.14009901,0.63960396,0.218316832,1.36,0.01,0.02,0.005133663,0.001937624,0.006478218,0.00775396,0.003740594,0.002820297,0.001123267,37600,77900,0.012435149,110.1710526,12.98139535,341.2816092,17.21745433,327.489011,14.63727898,0.972264476,638.4823529,13.7429729,0.529146703,1660.642857,14.81771829,0.119387961,0.026784158,0.00775396,0.000835644,106.7294686,8.382849554,0.021874257,278218,67306,14833,20014,8213,11292,10080,38442,8515,27459,72062,5.25,0.499,13264.82,15307.78,121.56,4.030468812
1.242377861,0.492581602,0.142433234,0.644906034,0.212166172,1.36,0.01,0.02,0.005379327,0.001928289,0.007805143,0.009362018,0.004395648,0.003033136,0.00182542,38400,80600,0.012709199,109.3531915,13.28748707,343.0974212,17.41180747,325.2252747,14.6367458,0.966987276,620.8777778,13.85887897,0.505117077,1604.571429,14.86697551,0.112932978,0.027366963,0.009362018,0.000825915,106.3680387,8.366025519,0.021726014,293674,63204,28975,18949,8267,12160,11333,37534,11233,26577,75442,5.25,0.155,12463.15,17225.83,115.59,3.932237389
1.311605758,0.492232979,0.144256682,0.649294143,0.205968969,1.39,0.02,0.02,0.005237299,0.001950463,0.007570147,0.008542908,0.004085202,0.002964723,0.001421348,39600,85500,0.012968009,109.8284519,13.39234694,343.6475645,17.33386328,326.8571429,14.69565217,0.967167501,641.6888889,14.1202934,0.482304177,1549.214286,15.3170904,0.122596154,0.02424196,0.008542908,0.000818621,105.8087167,8.518323587,0.021588975,308483,67813,16928,19803,10466,13287,13704,46715,9347,34474,75946,3.25,0.001,10717.5,16111.43,111.94,3.878213702
0.854919288,0.503236701,0.137630172,0.678018576,0.182099634,1.26,0.02,0.02,0.005671827,0.001998452,0.005682522,0.008950464,0.002692373,0.00287785,0.003348579,120400,269200,0.016805657,186.0140187,16.34784394,482.2289157,20.35756065,437.518847,16.7989954,0.965310413,823.0048077,15.31719757,0.550185942,4200.178571,27.75666745,0.066890238,0.036353786,0.008950464,0.000596257,90.11213873,6.97138002,0.010969181,348987,76014,21484,22014,10367,18709,14427,43183,26910,45633,70247,5.25,0.499,13264.82,15307.78,121.56,3.069922882
0.891623968,0.503460941,0.138861421,0.686961435,0.173047041,1.24,0.02,0.02,0.005778641,0.001994208,0.006654188,0.010937562,0.00304365,0.003385789,0.004455855,116900,254000,0.016962,185.2993827,16.62844481,486.2166065,20.55795258,434.4488889,16.8478111,0.964419846,836.3365385,15.36188626,0.526570557,4302.222222,28.8166708,0.070177883,0.037379573,0.010937562,0.000589914,90.28400955,6.887391898,0.010687668,350189,79993,21382,21999,10587,19555,12607,46231,27097,41060,69678,5.25,0.155,12463.15,17225.83,115.59,3.072005368
0.775649334,0.503929763,0.139825209,0.693519205,0.164015614,1.22,0.02,0.02,0.005739241,0.002058477,0.006761463,0.010959645,0.003031792,0.003468125,0.004439456,116900,250400,0.017105166,185.6369231,16.82197128,486.5714286,20.67401173,432.4142539,16.8991209,0.96813216,857.9759615,15.60092665,0.501404911,4290.62963,30.16063525,0.072664039,0.031985998,0.010959645,0.000579935,91.71428571,7.100686499,0.010557051,357936,82584,16450,21077,10129,18001,14992,50931,23165,45258,75349,3.25,0.001,10717.5,16111.43,111.94,3.04364361
0.762138865,0.499428011,0.1338454,0.670534401,0.192188266,1.25,0.03,0.02,0.005842621,0.00201863,0.005424252,0.009465272,0.002370649,0.003401536,0.003574277,83100,225600,0.016158686,166.456229,17.54347055,390.382387,18.63178852,399.2383292,15.56417625,0.968810259,752.1487179,15.16115361,0.53274092,4194.384615,26.63101343,0.131455195,0.040414937,0.009465272,0.000645367,103.5671429,7.800408866,0.011847851,322247,78133,12071,19924,10485,16100,12067,38145,19816,41480,74025,5.25,0.499,13264.82,15307.78,121.56,3.297230266
0.737589876,0.499835634,0.13477975,0.679815911,0.183760684,1.23,0.03,0.02,0.005981098,0.002044707,0.006245398,0.011819855,0.002631986,0.003621795,0.005451677,80400,206800,0.016295365,166.3439597,17.82470334,390.5752315,18.69360736,395.9189189,15.6658565,0.969226545,761.3147208,15.26659202,0.511733016,4149.615385,27.01978462,0.129686458,0.041236686,0.011819855,0.000644806,104.1399417,7.715736041,0.011742275,309106,72539,22306,19508,8248,13386,13571,40126,16278,39099,64045,5.25,0.155,12463.15,17225.83,115.59,3.241844839
0.681561633,0.500207217,0.135284924,0.685978051,0.175076307,1.22,0.03,0.03,0.005862499,0.002076955,0.006304341,0.010922714,0.002541913,0.003219371,0.005134681,77400,191900,0.016364174,165.1816667,17.78697057,387.5467128,18.8416419,398.4802956,15.80220746,0.970991434,772.865,15.61658921,0.481026253,4201.5,27.49534357,0.126225653,0.033175144,0.010922714,0.000639317,104.7569956,7.94127498,0.011744481,302750,70708,17278,17985,10577,15415,13654,41893,13322,36399,65520,3.25,0.001,10717.5,16111.43,111.94,3.215235327
1.185431927,0.497198007,0.11628269,0.681506849,0.195283313,1.05,0.03,0.03,0.006946062,0.002072463,0.003378658,0.010491828,0.001227428,0.004346902,0.004790551,354100,1657300,0.013829001,163.9068266,15.90217489,425.7409551,19.1965416,368.7106538,16.53752172,0.97067425,682.1444444,16.48399742,0.637220381,4594.939394,13.35355893,0.110590559,0.051219723,0.010491828,0.001030277,99.41885442,6.219012429,0.012969022,327384,77817,24163,21125,10050,16265,15634,31696,20661,38769,71203,5.25,0.499,13264.82,15307.78,121.56,8.198276074
1.336787514,0.497638539,0.115475441,0.690884761,0.190097607,1.02,0.03,0.03,0.007038177,0.002073914,0.004113271,0.014224811,0.001522198,0.006301795,0.006294553,311800,1311400,0.014078243,163.3333333,16.10245791,422.8493151,19.34148996,359.9782609,16.33037475,0.967853112,691.2572062,16.50468527,0.612855702,4642,13.39801514,0.108308717,0.051697812,0.014224811,0.001028259,99.61053907,6.294041104,0.012945293,328312,79819,25450,21815,10900,16425,15265,32559,18621,38762,68695,5.25,0.155,12463.15,17225.83,115.59,8.257078715
1.317543154,0.498138965,0.113279176,0.691410342,0.182523641,1,0.03,0.03,0.006788957,0.002145572,0.004384332,0.014866894,0.001622537,0.006369607,0.00678522,293400,1164200,0.014263949,163.0836364,16.25516491,417.5925126,19.39789981,355.5805288,16.27120229,0.969078994,710.8571429,16.61782509,0.589452558,4909.292683,13.62646116,0.107003095,0.040830825,0.014866894,0.001024283,99.77628362,6.340908208,0.012979183,321117,77622,27741,21202,9617,16720,13959,32373,17943,36906,67035,3.25,0.001,10717.5,16111.43,111.94,8.234817114
0.848755571,0.504600539,0.134537702,0.677737882,0.184133752,1.25,0.03,0.02,0.006338308,0.002049484,0.004637231,0.009197374,0.001924484,0.0033557,0.003800045,190100,426100,0.016577087,199.1037736,17.53323048,539.1726058,20.26778015,469.4345114,16.30310469,0.943082264,768.7327935,15.30278852,0.602346652,6775.925926,35.6141717,0.117653723,0.04627289,0.009197374,0.000743155,99.97309417,6.805250305,0.010006284,324168,74061,19996,21034,9915,14624,15542,39249,19047,38753,71947,5.25,0.499,13264.82,15307.78,121.56,3.998733169
0.933662936,0.504974,0.134863215,0.686751074,0.176463939,1.23,0.03,0.02,0.00644879,0.002085349,0.005549627,0.011434434,0.002231856,0.003847615,0.005319579,181700,381600,0.016827267,200.3418573,17.67652298,537.1488889,20.39461694,458.4391753,16.24483086,0.946831256,781.2631579,15.4773821,0.571435336,6735.851852,37.01017501,0.120080922,0.046994235,0.011434434,0.000734456,99.51664753,6.848846397,0.009798666,323741,74692,27371,21823,9992,15350,15496,35856,18728,38035,66398,5.25,0.155,12463.15,17225.83,115.59,3.936372033
